"","x","y"
"1",19.7733948472887,107.46626215009
"2",89.8123087827116,258.948940862711
"3",71.837278874591,215.094371658772
"4",75.8909425931051,172.826786151866
"5",9.42867512349039,33.7673493402519
"6",99.8574684839696,215.34753059752
"7",71.3211141526699,164.747919873256
"8",64.1284148674458,130.135734110991
"9",15.0925952708349,49.8697404037118
"10",42.3077326267958,99.2397004909425
"11",7.89132041390985,20.8154397726326
"12",86.3630242180079,226.837773965356
"13",14.5743475994095,77.9308955409666
"14",62.3676802264526,155.844599143827
"15",91.7373030912131,237.319195059241
"16",95.6369786290452,268.105900537623
"17",73.0898758163676,206.003203156391
"18",25.8831353858113,108.997201506151
"19",17.1467531938106,139.569809048012
"20",16.7936340440065,89.6082284557439
"21",95.5165195278823,198.941663959052
"22",27.3580359760672,84.3692169922464
"23",75.7413293700665,254.791555781822
"24",81.1582775088027,191.872555166501
"25",11.2785081844777,25.9088080713861
"26",58.5371827241033,152.601624606821
"27",1.4461416285485,130.067666867725
"28",36.3901879638433,152.579879251679
"29",71.8463695375249,188.293377082829
"30",13.3641833206639,89.7821566284225
"31",96.7012300621718,252.291592331397
"32",20.8146386779845,156.23306198974
"33",57.3672130005434,138.727166623199
"34",56.4308568369597,164.474374482444
"35",49.8313290532678,129.84181518247
"36",11.8279529269785,92.454222606535
"37",76.055462192744,182.31084145336
"38",35.7926778262481,81.6997679803695
"39",46.1529936874285,172.31441451961
"40",46.5996494749561,125.642530958049
"41",77.6138826506212,183.511687401016
"42",52.8037411160767,124.411702963656
"43",87.9658660385758,205.099814488285
"44",28.8226691540331,125.126055065421
"45",85.959208663553,202.041044231158
"46",59.1409459942952,141.631053801778
"47",9.745013108477,72.0635693442824
"48",46.1245902115479,74.4044496579052
"49",27.3972442606464,133.899422425406
"50",58.6967524373904,186.05378478006
"51",28.8267946336418,84.1053246491444
"52",40.2480276999995,113.215002763353
"53",7.52718099392951,48.3138748084892
"54",55.1116369664669,155.058180027952
"55",95.4147602664307,252.953024615261
"56",53.196889674291,153.417496430432
"57",76.5736136352643,231.99227796989
"58",87.773409881629,242.070610722492
"59",63.8376450864598,156.855066487396
"60",4.58473786711693,50.9139283827846
"61",25.3577569499612,119.645176938886
"62",18.0962658720091,154.086931762712
"63",37.6982304733247,107.285390676792
"64",24.2204889422283,117.409506009401
"65",12.2980653308332,120.361413322677
"66",7.4297604849562,49.9529239374201
"67",3.43852969817817,56.2606124147293
"68",94.3532014032826,211.6323616796
"69",7.22036452498287,123.448594329184
"70",43.142764037475,130.638270856065
"71",25.1276626484469,95.4256333681719
"72",66.9062711531296,219.429382854366
"73",44.6380915120244,138.586098917519
"74",52.321603265591,159.322510327977
"75",47.9932658141479,165.876296902982
"76",26.6731797717512,95.8522831775343
"77",28.4323431318626,128.358152121164
"78",49.1764202946797,124.401252077278
"79",43.5601428151131,129.905388943569
"80",33.2474102964625,106.41872683399
"81",37.7508750883862,161.428834271653
"82",15.617691189982,72.081405369016
"83",43.8932118471712,90.4305961535425
"84",31.9529115222394,142.190559536326
"85",98.6991789657623,255.752472804798
"86",22.8591729653999,136.601337915873
"87",46.291427523829,93.2547974604151
"88",85.2341401157901,299.874839370903
"89",7.62780208606273,45.6111353804957
"90",71.1928837001324,206.92015585324
"91",60.6210952624679,184.159613911201
"92",16.0544224083424,106.008714286488
"93",48.4418110223487,148.560317201317
"94",94.3639122415334,261.121162789436
"95",58.0569463316351,161.455535886837
"96",65.4913008213043,163.112481589885
"97",36.4426652202383,81.9017152204004
"98",60.0644397549331,145.229307630765
"99",62.9723695106804,153.321732525344
"100",77.5399500038475,200.806177833972
"101",35.5591244762763,81.3995935917159
"102",39.6157758310437,83.8216602362286
"103",80.6834275834262,230.902265892055
"104",39.8056251229718,39.061605570766
"105",90.1462738635018,268.073843959726
"106",38.4318251628429,118.030286753485
"107",8.8478259043768,96.0606913542226
"108",56.2128879129887,154.812743263404
"109",62.6046384451911,175.355296168198
"110",80.8633221080527,210.133782201873
"111",52.9230250744149,120.693466710091
"112",78.643616149202,250.330614162142
"113",28.5667830146849,64.2393039439206
"114",3.47504173405468,39.6568717151802
"115",18.8804706092924,81.6293045915519
"116",61.947559681721,172.836808435821
"117",58.1654011039063,165.444373101002
"118",50.8463491220027,121.092636188141
"119",59.4257769640535,173.437020080371
"120",64.3410705961287,226.158264973445
"121",69.7495212079957,150.141447408553
"122",47.2727210726589,158.953824715916
"123",95.753706456162,275.860402715487
"124",50.5820420570672,119.764601665802
"125",98.0549105908722,253.168030598257
"126",64.521866873838,143.010104190475
"127",65.0801023468375,210.030437231541
"128",43.8237201888114,85.4186935498142
"129",21.3572012027726,63.8568180216461
"130",73.6700409790501,212.509354517577
"131",2.96063951682299,104.268549378033
"132",39.7192834876478,145.297294342615
"133",48.6618813825771,119.740695023057
"134",70.4983395757154,171.087675081342
"135",7.50059343408793,87.8946197658754
"136",4.13617524318397,81.3382575468733
"137",86.9220328517258,166.04437685485
"138",74.5930033735931,136.039733670281
"139",92.3492123372853,216.555579480657
